SET,#,COST,NAME,TYPE,INK,RARITY,STR,WILL,LORE,MOVE COST,CLASSIFICATIONS,ABILITY,FRANCHISE,FLAVOR TEXT,ILLUSTRATORS,QUANTITY
ROTF,048,5,Madam Mim - Rival of Merlin,Character,Amethyst,Rare,2,5,2,,Floodborn · Villain · Sorcerer,"Shift 3 ⬡ GRUESOME AND GRIM Exert - Play a character with cost 4 or less for free. They gain Rush. At the end of the turn, banish them.",The Sword in the Stone,,Mané Kandalyan / Pix Smith,0
ROTF,049,2,Madam Mim - Snake,Character,Amethyst,Uncommon,3,3,1,,Storyborn · Villain · Sorcerer,"JUST YOU WAIT When you play this character, banish her or return another chosen character of yours to your hand.",The Sword in the Stone,"""I've got you rattled now!""",Brian Weisz,0
ROTF,050,3,Merlin - Crab,Character,Amethyst,Common,3,3,1,,Storyborn · Mentor · Sorcerer,"READY OR NOT! When you play this character and when he leaves play, chosen character gains Challenger +3 this turn.",The Sword in the Stone,He'll be out of this in a snap!,Valentina Graziuso,0
ROTF,051,4,Merlin - Goat,Character,Amethyst,Uncommon,4,3,1,,Storyborn · Mentor · Sorcerer,"HERE I COME! When you play this character and when he leaves play, gain 1 lore.",The Sword in the Stone,"""He always was a stubborn old goat."" - Madam Mim",Stephanie Shaw / Leonardo Giammichele,0
ROTF,052,4,Merlin - Rabbit,Character,Amethyst,Rare,2,3,1,,Storyborn · Mentor · Sorcerer,"HOPPITY HIP! When you play this character and when he leaves play, you may draw a card.",The Sword in the Stone,It was turning out to be a bad hare day.,Michaela Martin,0
ROTF,053,4,Merlin - Shapeshifter,Character,Amethyst,Rare,1,5,1,,Storyborn · Mentor · Sorcerer,"BATTLE OF WITS Whenever one of your other characters is returned to your hand from play, this character gets +1 LORE this turn.",The Sword in the Stone,"""Oh, blast it all–I can't make up my mind.""",Matthew Robert Davies,0
ROTF,054,2,Merlin - Squirrel,Character,Amethyst,Common,2,1,1,,Storyborn · Mentor · Sorcerer,"LOOK BEFORE YOU LEAP When you play this character and when he leaves play, look at the top card of your deck. Put it on either the top or the bottom of your deck.",The Sword in the Stone,"""You can't always trust to luck, boy.""",Brian Weisz,0
ROTF,067,2,Perplexing Signposts,Item,Amethyst,Rare,,,,,,TO WONDERLAND Banish this item - Return chosen character of yours to your hand.,Alice in Wonderland,"Alice: ""I just wanted to ask you which way I ought to go.""   Cheshire Cat: ""Well, that depends on where you want to get to.""",Andrew Trabbold,0
ROTF,057,5,Pinocchio - On the Run,Character,Amethyst,Uncommon,3,3,2,,Floodborn · Hero,"Shift 3 ⬡ LISTEN TO YOUR CONSCIENCE When you play this character, you may return chosen character or item with cost 3 or less to their player's hand.",Pinocchio,He raced into the Inklands without a thought.,Isaiah Mesq,0
ROTF,056,2,Pinocchio - Star Attraction,Character,Amethyst,Rare,1,1,3,,Storyborn · Hero,,Pinocchio,"""With that personality, that profile, that physique . . . Why, I can see your name in lights, lights six feet high."" - Honest John",Kapik,0
ROTF,058,2,Pinocchio - Talkative Puppet,Character,Amethyst,Uncommon,1,1,1,,Storyborn · Hero,"TELLING LIES When you play this character, you may exert chosen opposing character.",Pinocchio,"""A lie keeps growing and growing until it's as plain as the nose on your face."" - Blue Fairy",Juan Diego Leon,0
ROTF,068,3,The Sorcerer's Spellbook,Item,Amethyst,Rare,,,,,,"KNOWLEDGE Exert, 1 ⬡ - Gain 1 lore.",Fantasia,Illumineers seek the power of knowledge–but must be aware of the price.,Julie Vu,0
ROTF,060,6,Yzma - Scary Beyond All Reason,Character,Amethyst,Super Rare,4,4,2,,Floodborn · Villain · Sorcerer,"Shift 4 ⬡ CRUEL IRONY When you play this character, you may shuffle another chosen character card into their player's deck. That player draws 2 cards.",The Emperor's New Groove,,Casey Robin,0
ROTF,061,3,Yzma - Without Beauty Sleep,Character,Amethyst,Uncommon,3,4,1,,Storyborn · Villain · Sorcerer,,The Emperor's New Groove,"""Yzma: ""Llamas! All I see when I close my eyes is llamas!""   Kronk: ""Weird. I just saw one in the flood. Poor little guy.""",Pablo Hidalgo,0
ROTF,069,4,Arthur - Trained Swordsman,Character,Emerald,Common,4,3,2,,Dreamborn · Hero,,The Sword in the Stone,"""It's not just fancy horses and swinging a sword around, you know! A true master must use his brain as well as his blade."" - Merlin",Mario Oscar Gabriele,0
ROTF,070,6,Beast - Relentless,Character,Emerald,Legendary,4,5,2,,Storyborn · Hero · Prince,"SECOND WIND Whenever an opposing character is damaged, you may ready this character.",Beauty and the Beast,,Eri Welli,0
ROTF,071,3,Belle - Bookworm,Character,Emerald,Uncommon,2,4,1,,Storyborn · Hero · Princess,"USE YOUR IMAGINATION While an opponent has no cards in their hand, this character gets +2 LORE.",Beauty and the Beast,There's nothing more tempting than a pile of unread books.,Jenna Gray,0
ROTF,072,5,Belle - Hidden Archer,Character,Emerald,Legendary,3,3,3,,Floodborn · Hero · Princess,"Shift 3 ⬡ THORNY ARROWS Whenever this character is challenged, the challenging character's player discards all cards in their hand.",Beauty and the Beast,She slips through the trees as easily as shadow.,Aisha Durmagambetova,0
ROTF,096,3,Bibbidi Bobbidi Boo,Action · Song,Emerald,Rare,,,,,,Return chosen character of yours to your hand to play another character with the same cost or less for free.,Cinderella,"It'll do magic, believe it or not",LadyShalirin,0
ROTF,097,2,Bounce,Action,Emerald,Uncommon,,,,,,Return chosen character of yours to your hand to return another chosen character to their player's hand.,Winnie the Pooh,"""Are you ready for some bouncing?"" - Tigger",Bill Robinson,0
ROTF,073,3,Bucky - Squirrel Squeak Tutor,Character,Emerald,Uncommon,1,1,1,,Storyborn · Ally,"SQUEAK Whenever you play a Floodborn character, if you used Shift to play them, each opponent chooses and discards a card.",The Emperor's New Groove,"""There's a lot of nuance to squirrel."" - Kronk",Alex Accorsi,0
ROTF,074,2,Cheshire Cat - Always Grinning,Character,Emerald,Uncommon,3,2,1,,Storyborn,,Alice in Wonderland,"Alice felt quite confused. ""But I don't see much ink here at all. How can the flood still be changing the Inklands?""   ""Things are always changing, you know,"" said the cat. ""It would be quite a change if they didn't.""",Alex Accorsi,0
ROTF,075,8,Cheshire Cat - From the Shadows,Character,Emerald,Super Rare,5,6,2,,Floodborn,"Shift 5 ⬡, Evasive WICKED SMILE Exert - Banish chosen damaged character.",Alice in Wonderland,,Jeff Murchie,0
ROTF,079,7,Dr. Facilier - Fortune Teller,Character,Emerald,Super Rare,4,4,3,,Storyborn · Villain · Sorcerer,"Evasive YOU'RE IN MY WORLD Whenever this character quests, chosen opposing character can't quest during their next turn.",The Princess and the Frog,,Ron Baird,0
ROTF,081,1,Flynn Rider - Confident Vagabond,Character,Emerald,Common,1,3,1,,Storyborn · Hero · Prince,,Tangled,"""I love a good fan club, but they could at least try to get the nose right!""",Ron Baird,0
ROTF,082,4,Flynn Rider - His Own Biggest Fan,Character,Emerald,Rare,2,3,4,,Floodborn · Hero · Prince,"Shift 2 ⬡, Evasive ONE LAST, BIG SCORE This character gets -1 LORE for each card in your opponents' hands.",Tangled,,Elisabetta Meleranci / Leonardo Giammichele,0
ROTF,083,2,Gaston - Scheming Suitor,Character,Emerald,Common,1,3,1,,Storyborn · Villain,"YES, I'M INTIMIDATING While one or more opponents have no cards in their hands, this character gets +3 STR.",Beauty and the Beast,"""Don't I deserve the best?""",Valerio Buonfantino,0
ROTF,098,3,Hypnotize,Action,Emerald,Common,,,,,,Each opponent chooses and discards a card. Draw a card.,The Jungle Book,"""Look me in the eye when I'm speaking to you.""",Lauren Levering,0
ROTF,084,6,Little John - Loyal Friend,Character,Emerald,Rare,6,6,2,,Storyborn · Ally,,Robin Hood,"""What's the rush, Rob? Take a load off! There's plenty of time to go lookin' for lore lost in that crazy ink.""",Cristian Romero,0
ROTF,085,5,Lucifer - Cunning Cat,Character,Emerald,Rare,2,2,2,,Storyborn · Ally,"MOUSE CATCHER When you play this character, each opponent chooses and discards either 2 cards or 1 action card.",Cinderella,"""There must be something good about him."" - Cinderella",Isabella Ceravolo,0
ROTF,100,4,Pack Tactics,Action,Emerald,Rare,,,,,,Gain 1 lore for each damaged character opponents have in play.,The Emperor's New Groove,"Pacha: ""You want to survive the jungle? Start thinking like you belong here.""   Kuzco: ""No problem . . . Grrr, look at me, I'm a jaguar.""",Don Aguillo,0
ROTF,086,2,Pain - Underworld Imp,Character,Emerald,Uncommon,1,4,1,,Storyborn · Ally,"COMING, YOUR MOST LUGUBRIOUSNESS While this character has 5 STR or more, he gets +2 LORE.",Hercules,"""Get a move on! I'm a busy god, lots to do–meetings, curses, a little light scheming."" - Hades",Kristina Chouri / Mariana Moreno Ayala,0
ROTF,087,3,Panic - Underworld Imp,Character,Emerald,Common,2,3,2,,Storyborn · Ally,"I CAN HANDLE IT When you play this character, chosen character gets +2 STR this turn. If the chosen character is named Pain, he gets +4 STR instead.",Hercules,"""Who says it's hard to find good help these days? Oh, yeah . . . ME!"" - Hades",Kristina Chouri / Mariana Moreno Ayala,0
ROTF,088,5,Pete - Bad Guy,Character,Emerald,Rare,3,4,2,,Storyborn · Villain,"Ward TAKE THAT! Whenever you play an action, this character gets +2 STR this turn.   WHO'S NEXT? While this character has 7 STR or more, he gets +2 LORE.",Mickey Mouse & Friends,,Hedvig Häggman-Sund,0
ROTF,089,3,Prince John - Greediest of All ,Character,Emerald,Rare,1,2,2,,Dreamborn · Villain · Prince,"Ward I SENTENCE YOU Whenever an opposing player discards 1 or more cards, you may draw a card for each card discarded.",Robin Hood,"""Taxes! Taxes! Beautiful, lovely taxes!""",Koni,0
ROTF,090,2,Queen of Hearts - Quick-Tempered,Character,Emerald,Common,1,2,2,,Dreamborn · Villain · Queen,"ROYAL RAGE When you play this character, deal 1 damage to chosen damaged opposing character.",Alice in Wonderland,"""You know, we could make her really angry. Shall we try?"" - Cheshire Cat",Matthew Robert Davies,0
ROTF,091,4,Ratigan - Criminal Mastermind,Character,Emerald,Common,4,1,2,,Dreamborn · Villain,Evasive,The Great Mouse Detective,"""I've outdone myself this time! Soon I will have everything I deserve. Riches . . . power . . . an entire kingdom at my feet!""",Michaela Martin,0
ROTF,102,3,Ratigan's Marvelous Trap,Item,Emerald,Rare,,,,,,SNAP! BOOM! TWANG! Banish this item - Each opponent loses 2 lore.,The Great Mouse Detective,"Simple in purpose, elaborate in execution–just like Ratigan.",Leonardo Giammichele,0
ROTF,092,5,Ray - Easygoing Firefly,Character,Emerald,Common,3,3,3,,Storyborn · Ally,Evasive,The Princess and the Frog,"He may be hard to follow, but his heart isn't.",Filipe Laurentino,0
ROTF,101,3,Ring the Bell,Action,Emerald,Uncommon,,,,,,Banish chosen damaged character.,The Great Mouse Detective,"""I'm afraid that you've gone and upset me."" - Ratigan",Brian Weisz,0
ROTF,093,3,The Queen - Disguised Peddler,Character,Emerald,Super Rare,2,3,0,,Storyborn · Villain · Queen,"A PERFECT DISGUISE Exert, Choose and discard a character card - Gain lore equal to the discarded character's LORE.",Snow White and the Seven Dwarfs,"""This is no ordinary apple . . .""",Leonardo Giammichele,0
ROTF,094,5,Tiana - True Princess,Character,Emerald,Uncommon,5,3,3,,Storyborn · Hero · Princess,,The Princess and the Frog,Finding your true self will set your heart aglow.,Casey Robin,0
ROTF,103,3,Baloo - Fun-Loving Bear,Character,Ruby,Common,4,3,1,,Storyborn · Ally,,The Jungle Book,"""The bees are buzzin' in the tree to make some honey just for me!""",Rosa la Barbera / Leonardo Giammichele,0
ROTF,104,2,Boun - Precocious Entrepreneur,Character,Ruby,Common,2,3,1,,Storyborn · Ally,,Raya and the Last Dragon,"""If you see any hungry faces, send 'em my way.""",Alice Pisoni,0
ROTF,106,5,Donald Duck - Not Again!,Character,Ruby,Legendary,1,5,1,,Dreamborn · Hero,Evasive PHOOEY! This character gets +1 LORE for each 1 damage on him.,Mickey Mouse & Friends,,Carmine Pucci / Leonardo Giammichele,0
ROTF,107,1,Felicia - Always Hungry,Character,Ruby,Common,3,1,0,,Dreamborn · Ally,Reckless,The Great Mouse Detective,"""This isn't how most cat-and-mouse games go, is it, Dr. Dawson?"" - Basil","Michael ""Cookie"" Niewiadomy",0
ROTF,108,3,Fidget - Ratigan's Henchman,Character,Ruby,Common,3,2,1,,Dreamborn · Ally,Evasive,The Great Mouse Detective,When a normal henchman just won't cut it.,Giulia Riva,0
ROTF,129,2,Go the Distance,Action · Song,Ruby,Common,,,,,,Ready chosen damaged character of yours. They can't quest for the rest of this turn. Draw a card.,Hercules,,Gaku Kumatori,0
ROTF,109,3,Honest John - Not That Honest,Character,Ruby,Rare,2,3,1,,Storyborn · Villain,"EASY STREET Whenever you play a Floodborn character, each opponent loses 1 lore.",Pinocchio,"""A thing like that ought to be worth a fortune to someone!""",Sandra Rios,0
ROTF,110,6,Lady Tremaine - Imperious Queen,Character,Ruby,Super Rare,3,4,2,,Floodborn · Villain · Queen,"Shift 4 ⬡ POWER TO RULE AT LAST When you play this character, each opponent chooses and banishes one of their characters.",Cinderella,"The twelfth Rule of Villainy: If you don't have a throne, take one.",Arianna Rea,0
ROTF,111,2,Lady Tremaine - Overbearing Matriarch,Character,Ruby,Common,2,2,1,,Storyborn · Villain,"NOT FOR YOU When you play this character, each opponent with more than you loses 1 lore.",Cinderella,"""Make no mistake: this time I will make certain the key remains safe!""",Samanta Erdini,0
ROTF,112,7,Lumiere - Hotheaded Candelabra,Character,Ruby,Rare,7,7,2,,Dreamborn · Ally,,Beauty and the Beast,"When things heat up, no one can hold a candle to him.",Giulia Riva,0
ROTF,113,3,Minnie Mouse - Stylish Surfer,Character,Ruby,Uncommon,1,3,2,,Dreamborn · Hero,Evasive,Mickey Mouse & Friends,"""This goes into my top ten most fun things!""",Mario Oscar Gabriele,0
ROTF,114,4,Minnie Mouse - Wide-Eyed Diver,Character,Ruby,Rare,2,3,1,,Floodborn · Hero,"Shift 2 ⬡, Evasive UNDERSEA ADVENTURE Whenever you play a second action in a turn, this character gets +2 LORE this turn.",Mickey Mouse & Friends,,Adam Fenton,0
ROTF,115,2,Minnie Mouse - Zipping Around,Character,Ruby,Common,3,2,1,,Storyborn · Hero,,Mickey Mouse & Friends,Zero to fun in under three seconds!,Ellie Horie,0
ROTF,116,2,Mother Gothel - Withered and Wicked,Character,Ruby,Uncommon,3,4,1,,Storyborn · Villain,WHAT HAVE YOU DONE?! This character enters play with 3 damage.,Tangled,Her feelings are written all over her face.,Koni,0
ROTF,117,4,Mulan - Soldier in Training,Character,Ruby,Common,4,3,1,,Storyborn · Hero · Princess,Rush,Mulan,"""I have to do something!""","Michael ""Cookie"" Niewiadomy",0
ROTF,118,4,Namaari - Nemesis,Character,Ruby,Super Rare,3,3,1,,Storyborn · Villain · Princess,"THIS SHOULDN'T TAKE LONG Exert, Banish this character - Banish chosen character.",Raya and the Last Dragon,"""I don't need swords to beat you. They just make it more fun.""",Hedvig Häggman-Sund,0
ROTF,135,2,Peter Pan's Dagger,Item,Ruby,Common,,,,,,Your characters with Evasive get +1 STR.,Peter Pan,"Like so much other lore, Peter Pan's dagger was safe in the Great Illuminary until the flood.",Leonardo Giammichele,0
ROTF,121,5,Ratigan - Very Large Mouse,Character,Ruby,Rare,3,3,2,,Storyborn · Villain,"THIS IS MY KINGDOM When you play this character, exert chosen opposing character with 3 STR or less. Choose one of your characters and ready them. They can't quest for the rest of this turn.",The Great Mouse Detective,"""This time, nothing, not even Basil, can stand in my way!""",Valerio Buonfantino,0
ROTF,123,6,Raya - Leader of Heart,Character,Ruby,Super Rare,5,3,2,,Floodborn · Hero · Princess,"Shift 4 ⬡ CHAMPION OF KUMANDRA Whenever this character challenges a damaged character, she takes no damage from the challenge.",Raya and the Last Dragon,,Amber Kommavongsa,0
ROTF,124,4,Raya - Warrior of Kumandra,Character,Ruby,Uncommon,5,3,1,,Storyborn · Hero · Princess,,Raya and the Last Dragon,"""My ba dreams of a united Kumandra. I fight to honor that dream.""",Matthew Robert Davies,0
ROTF,125,7,Scar - Vicious Cheater,Character,Ruby,Legendary,6,5,2,,Storyborn · Villain,"Rush DADDY ISN'T HERE TO SAVE YOU During your turn, whenever this character banishes another character in a challenge, you may ready this character. He can't quest for the rest of this turn.",The Lion King,,Nicholas Kole,0
ROTF,136,1,Sword in the Stone,Item,Ruby,Uncommon,,,,,,"Exert, 2 ⬡ - Chosen character gets +1 STR this turn for each 1 damage on them.",The Sword in the Stone,"""Whoso pulleth out this sword of this stone and anvil is rightwise king born of England.""",Gaku Kumatori,0
ROTF,130,2,Teeth and Ambitions,Action · Song,Ruby,Rare,,,,,,Deal 2 damage to chosen character of yours to deal 2 damage to another chosen character.,The Lion King,"Of course, quid pro quo, you're expected   To take certain duties on board",Jake Parker,0
ROTF,131,3,The Most Diabolical Scheme,Action · Song,Ruby,Uncommon,,,,,,Banish chosen Villain of yours to banish chosen character.,The Great Mouse Detective,"Now comes the real tour de force   Tricky and wicked, of course",Carlos Ruiz,0
ROTF,127,3,Tigger - One of a Kind,Character,Ruby,Common,3,3,1,,Dreamborn · Tigger,"ENERGETIC Whenever you play an action, this character gets +2 STR this turn.",Winnie the Pooh,Bouncing in to save the day!,Penelope Gaylord / Leonardo Giammichele,0
ROTF,128,4,Tuk Tuk - Wrecking Ball,Character,Ruby,Rare,4,5,0,,Storyborn · Ally,Reckless,Raya and the Last Dragon,A good friend is always ready to roll.,Brian Weisz,0
ROTF,132,1,What Did You Call Me?,Action,Ruby,Common,,,,,,Chosen damaged character gets +3 STR this turn.,The Great Mouse Detective,"""No one can have a higher opinion of you than I have, and I think you're a slimy, contemptible sewer rat!"" - Basil",Luis Huerta,0
ROTF,138,6,Basil - Great Mouse Detective,Character,Sapphire,Super Rare,3,4,3,,Floodborn · Hero · Detective,"Shift 5 ⬡ THERE'S ALWAYS A CHANCE If you used Shift to play this character, you may draw 2 cards when he enters play.",The Great Mouse Detective,A solution always presents itself.,Bill Robinson,0
ROTF,139,2,Basil - Of Baker Street,Character,Sapphire,Common,2,2,1,,Dreamborn · Hero · Detective,Support,The Great Mouse Detective,"""What an ingenious device! If its light is refracted through these, then its images must resolve somewhere below.""",Jake Parker,0
ROTF,140,4,Basil - Perceptive Investigator,Character,Sapphire,Common,3,4,2,,Storyborn · Hero · Detective,,The Great Mouse Detective,"""There is no question: something is afoot in the Great Illuminary.""",Roger Pérez,0
ROTF,141,3,Caterpillar - Calm and Collected,Character,Sapphire,Uncommon,1,3,3,,Dreamborn,,Alice in Wonderland,"""Keep your tempo.""",Cory Godbey,0
ROTF,142,5,Cogsworth - Grandfather Clock,Character,Sapphire,Super Rare,2,5,2,,Floodborn · Ally,"Shift 3 ⬡, Ward UNWIND Your other characters gain Resist +1.",Beauty and the Beast,,Isaiah Mesq,0
ROTF,143,2,Cogsworth - Talking Clock,Character,Sapphire,Uncommon,2,3,1,,Storyborn · Ally,"WAIT A MINUTE Your characters with Reckless gain ""Exert - Gain 1 lore.""",Beauty and the Beast,"""This has gone far enough. I'm in charge here.""",Leonardo Giammichele,0
ROTF,145,5,Cruella De Vil - Perfectly Wretched,Character,Sapphire,Uncommon,4,3,2,,Floodborn · Villain,"Shift 3 ⬡ OH, NO YOU DON'T Whenever this character quests, chosen opposing character gets -2 STR this turn.",101 Dalmatians,"""It's ink couture, darling. I wear only the best!""",GusGadget / Leonardo Giammichele,0
ROTF,146,2,Duke Weaselton - Small-Time Crook,Character,Sapphire,Common,1,2,2,,Storyborn,Ward,Zootopia,"""It's Wee-sel-ton.""",Rosa la Barbera / Leonardo Giammichele,0
ROTF,162,4,Falling Down the Rabbit Hole,Action,Sapphire,Rare,,,,,,Each player chooses one of their characters and puts them into their inkwell facedown and exerted.,Alice in Wonderland,"Down, down, down she went, floating in a swirl of ink. How curious!",Lissette Carrera,0
ROTF,166,3,Fang Crossbow,Item,Sapphire,Uncommon,,,,,,"CAREFUL AIM Exert, 2 ⬡ - Chosen character gets -2 STR this turn.   STAY BACK! Exert, Banish this item - Banish chosen Dragon character.",Raya and the Last Dragon,,Antonia Flechsig,0
ROTF,147,6,Gaston - Intellectual Powerhouse,Character,Sapphire,Rare,4,4,3,,Floodborn · Villain,"Shift 4 ⬡ DEVELOPED BRAIN When you play this character, look at the top 3 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.",Beauty and the Beast,,Matthew Robert Davies,0
ROTF,167,2,Gumbo Pot,Item,Sapphire,Common,,,,,,THE BEST I'VE EVER TASTED Exert - Remove 1 damage each from up to 2 chosen characters.,The Princess and the Frog,"""A gift this special just got to be shared."" - James",Tanisha Cherislin,0
ROTF,149,4,Hiram Flaversham - Toymaker,Character,Sapphire,Rare,1,6,1,,Storyborn · Inventor,"ARTIFICER When you play this character and whenever he quests, you may banish one of your items to draw 2 cards.",The Great Mouse Detective,His creations are even more wondrous with the Illuminary's resources at his fingertips.,Leonardo Giammichele,0
ROTF,150,4,James - Role Model,Character,Sapphire,Common,3,3,2,,Storyborn · Mentor,"NEVER, EVER LOSE SIGHT When this character is banished, you may put this card into your inkwell facedown and exerted.",The Princess and the Frog,,Kevin Hong,0
ROTF,164,3,Launch,Action,Sapphire,Uncommon,,,,,,Banish chosen item of yours to deal 5 damage to chosen character.,Lorcana,Ready . . . aim . . . coconut?,Juan Diego Leon,0
ROTF,168,3,Maurice's Workshop,Item,Sapphire,Rare,,,,,,"LOOKING FOR THIS? Whenever you play another item, you may pay 1 ⬡ to draw a card.",Beauty and the Beast,The solution you need could be just a few adjustments away.,Antonia Flechsig,0
ROTF,153,4,Mrs. Judson - Housekeeper,Character,Sapphire,Rare,1,5,2,,Storyborn · Ally,"TIDY UP Whenever you play a Floodborn character, you may put the top card of your deck into your inkwell facedown and exerted.",The Great Mouse Detective,"""I know just the thing. Let me fetch you a pot of tea and some of my fresh cheese crumpets.""",Michaela Martin,0
ROTF,154,4,Nick Wilde - Wily Fox,Character,Sapphire,Uncommon,2,4,2,,Storyborn · Ally,"IT'S CALLED A HUSTLE When you play this character, you may return an item card named Pawpsicle from your discard to your hand.",Zootopia,"""It's criminal how good these things taste!""",Brian Weisz,0
ROTF,155,2,Noi - Orphaned Thief,Character,Sapphire,Rare,1,2,2,,Storyborn · Ally,"HIDE AND SEEK While you have an item in play, this character gains Resist +1 and Ward.",Raya and the Last Dragon,,Kristina Chouri,0
ROTF,165,1,Nothing to Hide,Action,Sapphire,Common,,,,,,Each opponent reveals their hand. Draw a card.,Beauty and the Beast,Helps you avoid unpleasant surprises.,Mané Kandalyan / Jochem van Gool,0
ROTF,156,1,Owl - Logical Lecturer,Character,Sapphire,Common,2,2,1,,Storyborn · Ally,,Winnie the Pooh,"""For instance, based on the quality of the light and the subtle change in wind direction, I can safely say that it is time for tea.""",Agnes Christianson,0
ROTF,169,1,Pawpsicle,Item,Sapphire,Common,,,,,,"JUMBO POP When you play this item, you may draw a card.   THAT'S REDWOOD Banish this item - Remove up to 2 damage from chosen character.",Zootopia,,Isaiah Mesq,0
ROTF,157,4,Prince Charming - Heir to the Throne,Character,Sapphire,Rare,3,3,3,,Dreamborn · Hero · Prince,,Cinderella,"He'd searched across the Inklands for the young woman who'd stolen his heart at the ball, only to find more mysteries.",Vicky Xie / Mariana Moreno Ayala,0
ROTF,158,5,Rabbit - Reluctant Host,Character,Sapphire,Common,4,6,2,,Storyborn · Ally,,Winnie the Pooh,"Pooh: ""Isn't there anybody here at all?""   Rabbit: ""Nobody!""   Pooh: ""Somebody's there . . . because somebody must have said 'Nobody.'""",Giulia Riva,0
ROTF,170,4,Sardine Can,Item,Sapphire,Uncommon,,,,,,FLIGHT CABIN Your exerted characters gain Ward.,The Rescuers,"""Flight 3759 boarding now! Let's go get that lore!"" - Orville",Peter Brockhammer,0
ROTF,159,4,Sisu - Divine Water Dragon,Character,Sapphire,Legendary,2,4,2,,Storyborn · Hero · Deity · Dragon,"I TRUST YOU Whenever this character quests, look at the top 2 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.",Raya and the Last Dragon,"No matter her shape, you can't mistake her heart.",Grace Tran,0
ROTF,160,4,The Nokk - Water Spirit,Character,Sapphire,Common,4,3,1,,Storyborn,Ward,Frozen,As elusive as water.,Hadjie Joos,0
ROTF,171,4,Beast - Forbidding Recluse,Character,Steel,Common,3,4,1,,Dreamborn · Hero · Prince,"YOU'RE NOT WELCOME HERE When you play this character, you may deal 1 damage to chosen character.",Beauty and the Beast,Woe to the one who draws his gaze.,Alice Pisoni,0
ROTF,172,6,Beast - Selfless Protector,Character,Steel,Super Rare,2,8,1,,Storyborn · Hero · Prince,"SHIELD ANOTHER Whenever one of your other characters would be dealt damage, put that many damage counters on this character instead.",Beauty and the Beast,"""You'll have to go through me first.""",Matthew Robert Davies,0
ROTF,173,5,Beast - Tragic Hero,Character,Steel,Legendary,3,5,2,,Floodborn · Hero · Prince,"Shift 3 ⬡ IT'S BETTER THIS WAY At the start of your turn, if this character has no damage, draw a card. Otherwise, he gets +4 STR this turn.",Beauty and the Beast,"""It must be my destiny–to remain a beast forever.""",Evana Kisa,0
ROTF,198,2,Charge!,Action,Steel,Common,,,,,,Chosen character gains Challenger +2 and Resist +2 this turn.,Raya and the Last Dragon,Sometimes subtlety is required. This is not one of those times.,Hedvig Häggman-Sund,0
ROTF,175,4,Chief Bogo - Respected Officer,Character,Steel,Rare,2,4,2,,Dreamborn,"INSUBORDINATION! Whenever you play a Floodborn character, deal 1 damage to each opposing character.",Zootopia,"""We can confirm the ink flood was caused by an explosion. We have it under control–now clear the area.""",Adam Bunch,0
ROTF,176,2,Cinderella - Knight in Training,Character,Steel,Common,2,2,1,,Dreamborn · Hero · Princess · Knight,"HAVE COURAGE When you play this character, you may draw a card, then choose and discard a card.",Cinderella,"She's always had the heart of a champion–now she'll have the skills, too.",Grace Tran,0
ROTF,177,7,Cinderella - Stouthearted,Character,Steel,Super Rare,5,5,3,,Floodborn · Hero · Princess · Knight,"Shift 5 ⬡, Resist +2 THE SINGING SWORD Whenever you play a song, this character may challenge ready characters this turn.",Cinderella,,Grace Tran,0
ROTF,178,5,Donald Duck - Deep-Sea Diver,Character,Steel,Common,6,5,1,,Dreamborn · Hero,,Mickey Mouse & Friends,"""You go ahead, Minnie! I'm going to see if there's any lore over here.""",Nicholas Kole,0
ROTF,179,4,Eli La Bouff - Big Daddy,Character,Steel,Uncommon,2,5,2,,Storyborn · Mentor,,The Princess and the Frog,"""I don't suppose y'all could whip up some more magical beignets with them inkcasters?""",Isaiah Mesq,0
ROTF,180,9,Goofy - Knight for a Day,Character,Steel,Rare,10,10,4,,Dreamborn · Hero · Knight,,Mickey Mouse & Friends,"It's a banner day for Sir Goofy, who is steeled to prove his mettle against anyone courting trouble–joust in case.",Marco Giorgianni,0
ROTF,181,6,Hercules - Divine Hero,Character,Steel,Rare,6,3,2,,Floodborn · Hero · Prince · Deity,"Shift 4 ⬡, Resist +2",Hercules,A good guy to have around when something wrecks your inkworks.,Grace Tran,0
ROTF,182,2,Hercules - Hero in Training,Character,Steel,Common,2,3,1,,Storyborn · Hero · Prince,,Hercules,No need to call IX-I-I!,Eva Widermann,0
ROTF,183,4,Jafar - Dreadnought,Character,Steel,Uncommon,3,4,1,,Floodborn · Villain · Sorcerer,"Shift 2 ⬡ NOW WHERE WERE WE? During your turn, whenever this character banishes another character in a challenge, you may draw a card.",Aladdin,,Cam Kendell,0
ROTF,185,6,Kronk - Junior Chipmunk,Character,Steel,Rare,4,5,2,,Storyborn · Ally,"Resist +1 SCOUT LEADER During your turn, whenever this character banishes another character in a challenge, you may deal 2 damage to chosen character.",The Emperor's New Groove,,Brian Weisz,0
ROTF,202,1,Last Cannon,Item,Steel,Common,,,,,,"ARM YOURSELF 1 ⬡, Banish this item - Chosen character gains Challenger +3 this turn.",Mulan,One shot can change everything.,Jared Nickerl,0
